paIsTranslatable,FORMAT,INITIAL,MANDATORY,DECIMALS,paDecimalInformation,EXTENT,paDescriptionACM,paDomainType,LOB-SIZE,CLOB-CODEPAGE,paIsBlockable,CASE-SENSITIVE,paDomainSubType,DATA-TYPE,CLOB-COLLATION,CLOB-TYPE,name,id,parent,schema_Id
"","\nx(12)\n","","","","","","","","","","","","","","","","Analyzer Master","PA0292:pA:3ef426b1e4814402b3d8f498b0a9dc4e","PA0292:pA:3e9f387790214583874b48cb2872650a",0
"","\nx(3)\n","","","","","","","","","","","","","","","","Anbindungsart (DATANORM)","PA0292:pA:e9fd2220019b40d2aa1c40b3dcc28352","PA0292:pA:b7375ab07eb80192da114fc5b9640080",0
"","\nx(3)\n","","","","","","","","","","","","","","","","Anbindungsextent (DATANORM)","PA0292:pA:c1429206f5954a48bb68fdeabdf6cfb4","PA0292:pA:b7375ab07eb80192da114fc5b9640080",0
"","\nx(20)\n","","","","","","","","","","","","","","","","Anbindungsname (DATANORM)","PA0292:pA:5272c8cc22924c85bf056f213df3a76d","PA0292:pA:b7375ab07eb80192da114fc5b9640080",0
"","\nx(15)\n","","","","","","","","","","","","","","","","Anbindungsnummer (DATANORM)","PA0292:pA:e49bbe813bcf4c77a84289801071c020","PA0292:pA:b7375ab07eb80192da114fc5b9640080",0
"","\nz9\n","","","","","","\nSA_AnalysisViewAssgTypes_desc\n","","","","","","","","","","AnsichtZuordnTyp","PA0292:pA:f5507955a50249a29291f3cb634da961","PA0292:pA:fb3b188bb638f5a8db11980976ef373e",0
"","\nz9\n","","","","","","","","","","","","","","","","AppContext Link Type","PA0292:pA:8b51f8f0bd194d279aba539adf0810ee","PA0292:pA:8c81ff21cf551885db11ca080c1bce23",0
"","\nx(60)\n","","","","","","","","","","","","","","","","AppContextLinkParameters","PA0292:pA:40e42e4cae69405eb1290b8b987c1714","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","\nx(30)\n","","","","","","","","","","","","","","","","Application Context ID","PA0292:pA:c9d292c3d56e4b9a92b5699e461f9fcc","PA0292:pA:3e9f387790214583874b48cb2872650a",0
"\nno\n","\nx(20)\n","","","","","","","","","","","","","","","","Application Key","PA0292:pA:340175e153944922b1da292c46029b46","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","\nx(256)\n","","","","","","","","","","","","","","","","Application Key (VarGen)","PA0292:pA:e3b0a5bb4ca749668ecfe51e2c5c5476","PA0292:pA:d12046210497ab81db11330771d7435d",0
"","\nx(20)\n","","","","","","","","","","","","","","","","AppServer ID","PA0292:pA:a5f830c52a21aea7df1182a3376de0ce","PA0292:pA:3e9f387790214583874b48cb2872650a",0
"","\nzzzzzzzz9\n","","","","","","","","","","","","","","","","APS Reason Combination ID","PA0292:pA:f309ada3380ff4b8d8137c3f7074f6cd","PA0292:pA:46068d1d97b645a9bdd5ba46095cf04b",0
"","","\nno\n","","","","","","","","","","","","","","","Arbeit (DATANORM)","PA0292:pA:3b375e5ecd8a401b8f386479231b0697","PA0292:pA:ea8bce705e839b9cdb11f2049351cedb",0
"","\nzzzz9.9\n","","","\n1\n","","","","","","","","","","","","","Arbeitszeit (DATANORM)","PA0292:pA:b02db915fb9441d0b520793e6e609d9d","PA0292:pA:ea8bce705e839b9cdb110e052037d4a6",0
"","","\nno\n","","","","","","","","","","","","","","","archived","PA0292:pA:f12c98e1c0f04f90a7791d34c320e010","PA0292:pA:fe15ee63d51b3385dc1107bd55fa7d49",0
"","\nx(6)\n","","","","","","","","","","","","","","","","Area ID","PA0292:pA:16213f820c144b3e93acf3c24b62e3c0","PA0292:pA:3e9f387790214583874b48cb2872650a",0
"","\nx(255)\n","","\nno\n","","","","","","","","","","","","","","Area Properties","PA0292:pA:32a8450c1a034713bc31aac5a25cff21","PA0292:pA:d0c054c48e109b8ddb11e1052e1dc3fc",0
"\nno\n","\nx(4)\n","\nm\n","","","","","\nDR_TablesAreaTypes_desc\n","","","","","","","","","","Area Type","PA0292:pA:86dd363e3ad1efa8dc115ba2eebb23a0","PA0292:pA:334e8c423eab47bc97c94f18b654541b",0
"","\nx(32)\n","","","","","","","","","","","","","","","","Areal","PA0292:pA:d06bdae74846259ee1115dbffb24602d","PA0292:pA:3e9f387790214583874b48cb2872650a",0
"","","\nno\n","","","","","","","","","","","","","","","Asset Category [nm]","PA0292:pA:e428d384733b44db95d0e89babb8294d","PA0292:pA:0ccd92cc96ae472eaa41d92dc1017881",0
"","\nx(12)\n","","","","","","","","","","","","","","","","Asset Type","PA0292:pA:05250a7ae1d143d09241ff9c3f5404e5","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2",0
"","","","","","","","","","","","","","","","","","Asset Type (from)","PA0292:pA:e6b889ad6bb549ceb33d21a921aa8058","PA0292:pA:05250a7ae1d143d09241ff9c3f5404e5",0
"","","","","","","","","","","","","","","","","","Asset Type (to)","PA0292:pA:b057855db1e2419c997206623a656856","PA0292:pA:05250a7ae1d143d09241ff9c3f5404e5",0
"","","","","","","","","","","","","","","","","","Assigned KPI","PA0292:pA:122d77271b20440bb494a45bf11ba881","PA0292:pA:c1ecf6ff8b32489da720824961e94a2a",0
"","\nx(40)\n","","","","","","","","","","","","","","","","Assignment KPI","PA0292:pA:bc6aad94f7d0328bde11a43fda1b0ee6","PA0292:pA:d4125cd023cb09bcdb117f09068c538c",0
"","","","","","","","","","","","","","","","","","Assistant ToDo (tz)","PA0292:pA:9c17336768174e9ddf11c1cfaa169e07","PA0292:pA:c93567fdce775c9fe011fe3fd3725bdd",0
"","\nx(80)\n","","","","","","","","","","","","","","","","Attribute List","PA0292:pA:d6f9fdfdc79e4bcabeeace7d2e6a4a74","PA0292:pA:b7375ab07eb80192da1164c5c4279532",0
"","\nx(20)\n","\ncharacter\n","","","","","","","","","","","","","","","Attribute Type","PA0292:pA:b215e08b05fe4056aeea8ebc8e6286bb","PA0292:pA:334e8c423eab47bc97c94f18b654541b",0
"","\nx(40)\n","\n?\n","","","","","","","","","","","","","","","Attribute Val","PA0292:pA:d22b3e269f114657a7b7c5e4063c0d5c","PA0292:pA:b7375ab07eb80192da1164c5c4279532",0
"","","","","","","","","","","","","","","","","","Attribute Value","PA0292:pA:95b3d9925b5db39adb11b408d26ee8d7","PA0292:pA:ef259538161f9894db11fd07c432a3b1",0
"\nno\n","\nx(255)\n","","\nno\n","","","","","","","","","","","","","","Attribute Value [nmu]","PA0292:pA:92730d0fdfff4ee4bdb2e933e317b1c4","PA0292:pA:95b3d9925b5db39adb11b408d26ee8d7",0
"","","","","","","","","","","","","","","","","","Audit Date","PA0292:pA:b256a82193fe039ddb1170079673ed1c","PA0292:pA:c62df1ca3b017e91db11881501a00099",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","Audit date [nm i?]","PA0292:pA:6b44b5fba90f44189aa367a8a93bc69e","PA0292:pA:b256a82193fe039ddb1170079673ed1c",0
"","","","","","","","","","","","","","","","","","Aufschlag","PA0292:pA:987339b0c2a04360b6391192faae53e8","PA0292:pA:cbb3dbe02d8443d6aec350a8d9108ef7",0
"","","","","","","","","","","","","","","","","","Aufschlag fixe Kosten","PA0292:pA:609d1cabe0fe410683f90b04a81edd90","PA0292:pA:cbb3dbe02d8443d6aec350a8d9108ef7",0
"","","","","","","","","","","","","","","","","","Aufschlag Leistung","PA0292:pA:88774986c6bc4541badc93eeb7e3132b","PA0292:pA:cbb3dbe02d8443d6aec350a8d9108ef7",0
"","","","","","","","","","","","","","","","","","Aufschlag variable Kosten","PA0292:pA:d0b6f27077754214bd2636d84e29eedb","PA0292:pA:cbb3dbe02d8443d6aec350a8d9108ef7",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","AuswertungsartenNr","PA0292:pA:88a3e048dcec4060bc6509929a0fe640","PA0292:pA:85f79f2297bb59b2db110c08bdc52853",0
"","\n9\n","\n1\n","","","","","","","","","","","","","","","Auswertungstyp","PA0292:pA:6aa19cc641fa481b8d3af968a58f0d6c","PA0292:pA:fb3b188bb638f5a8db11980976ef373e",0
"","\nx(27)\n","","","","","\n2\n","","","","","","","","","","","Auszug Auftraggeber/Empf","PA0292:pA:6a9d3bdc433f4d1ebdd59673dce9ec96","PA0292:pA:b8e23f6bd5214f8dae9c43c24d4e28df",0
"","\nx(16)\n","","","","","","","","","","","","","","","","Auszug Bankenreferenz","PA0292:pA:742be64f4d364269a2c32f631c064277","PA0292:pA:b8e23f6bd5214f8dae9c43c24d4e28df",0
"","\nx(3)\n","","","","","","\nFO_StatementAssignments_desc\n","","","","","","","","","","Auszug Kontenzuordnung","PA0292:pA:3f3d392bc2ce4205aa9dad5bbe09476f","PA0292:pA:b8e23f6bd5214f8dae9c43c24d4e28df",0
"","\nx(16)\n","","","","","","","","","","","","","","","","Auszug Kundenreferenz","PA0292:pA:6c95dc34f2d44c24a05075d550f675de","PA0292:pA:b8e23f6bd5214f8dae9c43c24d4e28df",0
"","\nx(10)\n","","","","","","","","","","","","","","","","Auszug Primanota","PA0292:pA:8ee65db8a6e248cda8c4fe2463895526","PA0292:pA:b8e23f6bd5214f8dae9c43c24d4e28df",0
"","\nx(27)\n","","","","","\n14\n","","","","","","","","","","","Auszug Verwendungszweck","PA0292:pA:83d35394cacd4d298bb4097e235b5aac","PA0292:pA:b8e23f6bd5214f8dae9c43c24d4e28df",0
"","","","","","","","","","","","","","","","","","Author","PA0292:pA:a8842057259640c39ec3a365741f827f","PA0292:pA:1cf0c07431e146cb89458167cc7fa374",0
"","","\nno\n","","","","","","","","","","","","","","","AutomAfterTransferPosting","PA0292:pA:804afabef9d9acb4db1145548ba1d7ed","PA0292:pA:f0767dca8f398f81db112a0161eac1d2",0
"","","\nno\n","","","","","","","","","","","","","","","AutomRelease","PA0292:pA:804afabef9d9acb4db1146544eb40c40","PA0292:pA:f0767dca8f398f81db112a0161eac1d2",0
"","","","","","","","","","","","","","","","","","AutomResetting","PA0292:pA:96cafc57e93cd2b6db11aa5ec255552d","PA0292:pA:f0767dca8f398f81db112a0161eac1d2",0
"","","","","","","","","","","","","","","","","","Available Quantity","PA0292:pA:c08eddcea2d04eb9e111736364c50c35","PA0292:pA:4037761985a448818b5ab1949adf9107",0
"","\n9\n","\n2\n","","","","","","","","","","","","","","","Average Price Save Interval","PA0292:pA:e2487d49306df58ee01188b77a8d88ca","PA0292:pA:8c81ff21cf551885db11ca08be59833c",0
"","\n9\n","\n1\n","","","","","","","","","","","","","","","Average Price Surveillance","PA0292:pA:d78d400410ec92a1e011483fa8eb8254","PA0292:pA:8c81ff21cf551885db11ca08be59833c",0
"","","","","","","","","","","","","","","","","","Average Price Variance","PA0292:pA:d78d400410ec92a1e0113f3f8ccb6255","PA0292:pA:d3a0ba74af4947c3bb6ed0120d33f06e",0
"","","","","","","","","","","","","","","","","","Avg Costs Additional 1 Fix","PA0292:pA:90c607f323f7328cde113ed47ca0d44f","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","","","","","","","","","","","","","","","","Avg Costs Additional 1 Var","PA0292:pA:90c607f323f7328cde113ed49d36a8b0","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","","","","","","","","","","","","","","","","Avg Costs Additional 2 Fix","PA0292:pA:90c607f323f7328cde113ed46d2d39cc","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","","","","","","","","","","","","","","","","Avg Costs Additional 2 Var","PA0292:pA:90c607f323f7328cde113ed443e53ce5","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","","","","","","","","","","","","","","","","Avg Costs DelCosts Fix","PA0292:pA:aa484c574a1096b8de1150f402c02a84","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","","","","","","","","","","","","","","","","Avg Costs DelCosts Var","PA0292:pA:aa484c574a1096b8de1150f4f4144c6c","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","","","","","","","","","","","","","","","","Avg Costs Machine fix","PA0292:pA:1774ea5f45e24f74b078b3781084416d","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","","","","","","","","","","","","","","","","Avg Costs Machine var","PA0292:pA:2e553beecd3e403ca9dd489266eb1fdf","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","","","","","","","","","","","","","","","","Avg Costs Material Fix","PA0292:pA:90c607f323f7328cde113cd45dad45a2","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","","","","","","","","","","","","","","","","Avg Costs Material var","PA0292:pA:037042d42eaa4210b118c30825e9df73","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","","","","","","","","","","","","","","","","Avg Costs Work fix","PA0292:pA:88f20abf58a4433faaf996e60447926e","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","","","","","","","","","","","","","","","","Avg Costs Work var","PA0292:pA:f38992062c3c482f860b90962454bfa7","PA0292:pA:c6a8075b7c183ea3df11bae80d515546",0
"","","\n2\n","","","","","","","","","","","","","","","Avis ab","PA0292:pA:c8901376ce1ea6b2df111c2dd7c1af79","PA0292:pA:f9ba2886b21d8e9cdc11c8c5629d03ef",0
"","","","","","","","","","","","","","","","","","Avis ab Lastschriften","PA0292:pA:c8901376ce1ea6b2df11222d43da8459","PA0292:pA:c8901376ce1ea6b2df111c2dd7c1af79",0
"","","","","","","","","","","","","","","","","","Avis ab Lastschriften SEPA","PA0292:pA:c8901376ce1ea6b2df11222db20a15b8","PA0292:pA:c8901376ce1ea6b2df111c2dd7c1af79",0
"","","","","","","","","","","","","","","","","","Avis ab Übwsg SEPA","PA0292:pA:c8901376ce1ea6b2df11222dad69b3fd","PA0292:pA:c8901376ce1ea6b2df111c2dd7c1af79",0
"","\nzzzzz9\n","\n?\n","\nno\n","","","","","","","","","","","","","","AwAListenNr","PA0292:pA:c85259fc2d8a4952b398bba643a5f507","PA0292:pA:85f79f2297bb59b2db110c08bdc52853",0
"","\n999\n","","","","","","","","","","","","","","","","b2b Application","PA0292:pA:863a7cf02618484ea6af3d49e7776a2b","PA0292:pA:46068d1d97b645a9bdd5ba46095cf04b",0
"","","\nno\n","","","","","","","","","","","","","","","b2b Login","PA0292:pA:9980b6148e214535a9786db4be40a1b5","PA0292:pA:e62764783884359dda1183ff1cdc4080",0
"\nno\n","\nzzzzzzzzz9\n","","","","","","","","","","","","","","","","Background Color","PA0292:pA:ce03694df7e4c6abdb1166a26e8bbfcb","PA0292:pA:e155259e25d70b90db111005ff0fd00c",0
"","","","","","","","","","","","","","","","","","Background Color Detail Row","PA0292:pA:ba23d496e7727489de1117eb20ad6fe7","PA0292:pA:ce03694df7e4c6abdb1166a26e8bbfcb",0
"","","","","","","","","","","","","","","","","","Background Color Field","PA0292:pA:ce03694df7e4c6abdb1161a290deeec5","PA0292:pA:a2e81a3f09d53c87da119cfb3c1f1e10",0
"","","","","","","","","","","","","","","","","","Background Color Map ID","PA0292:pA:ce03694df7e4c6abdb1163a213f1a8fc","PA0292:pA:ce03694df7e4c6abdb1163a2a5a22493",0
"","","","","","","","","","","","","","","","","","Background Color Master Row","PA0292:pA:ba23d496e7727489de1117eb807b737c","PA0292:pA:ce03694df7e4c6abdb1166a26e8bbfcb",0
"","\nx(35)\n","","","","","","","","","","","","","","","","Bank Account","PA0292:pA:2c2ac115851c42f0b58019e609bc100b","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2",0
"","\nXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XX\n","","","","","","","","","","","","","","","","Bank Account ID (IBAN)","PA0292:pA:39486ff2d0b544ea98cb5407f4564ce6","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2",0
"","","","","","","","","","","","","","","","","","Bank Account Statement MT940","PA0292:pA:b8e23f6bd5214f8dae9c43c24d4e28df","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2",0
"","","","","","","","","","","","","","","","","","Bank account statement MT940 (int)","PA0292:pA:a2760cc7bd414a2f852a8f963238b460","PA0292:pA:f6e7e676c3f6388adb11520778aeb067",0
"","","","","","","","","","","","","","","","","","Bank Account/IBAN","PA0292:pA:ca53384aba3d7a95dc1168979540ccc7","PA0292:pA:2c2ac115851c42f0b58019e609bc100b",0
"","\nx(4)\n","","\nno\n","","","","","","","","","","","","","","Bank Connection ID (character)","PA0292:pA:e6bf34a50a3a443f8defae8e1f4f04bb","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2",0
"","\nx(12)\n","","","","","","","","","","","","","","","","Bank ID","PA0292:pA:6c0668437caf444eb316dd5107b713d7","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2",0
"","","","","","","","","","","","","","","","","","Bank ID (Tax Authority)","PA0292:pA:21db149af8ba48a99a7a034d054e605b","PA0292:pA:6c0668437caf444eb316dd5107b713d7",0
"","","\n?\n","","","","","","","","","","","","","","","Bank ID [i?]","PA0292:pA:edc3fd183d9c4196ae22dc25237a4cf9","PA0292:pA:6c0668437caf444eb316dd5107b713d7",0
"","\nx(14)\n","","","","","","","","","","","","","","","","Bank Routing # (ABA/BLZ)","PA0292:pA:175b3dc8096e4b1d97d40e8eabf09c6b","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2",0
"\nno\n","\nxxxx xx xx xxx\n","","","","","","","","","","","","","","","","Bank Routing # (SWIFT)","PA0292:pA:bbea55daec7f495cadd3d15c4955f4db","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2",0
"","","","","","","","","","","","","","","","","","BankDataCounter","PA0292:pA:f8a17a2d3cfcacbadc11fe6595f249a2","PA0292:pA:d75ce95e933445129960a649add7d322",0
"","\nzz9\n","","","","","","","","","","","","","","","","Bankverbindung ID","PA0292:pA:d75ce95e933445129960a649add7d322","PA0292:pA:46068d1d97b645a9bdd5ba46095cf04b",0
"\nno\n","\nzz9\n","\n2\n","\nno\n","","","","","","","","","","","","","","BarLengthMode","PA0292:pA:c00a24db3cfa409bdc118d9da74f724d","PA0292:pA:0d80fd9ecee545b481516ba7bf3f27a2",0
"","","\n1/1/1950\n","","","","","","","","","","","","","","","Base date","PA0292:pA:38c06b77a8324bc38579f0bc085e6d6e","PA0292:pA:9d0f10566814988edc115fc017c861c6",0
"","\nx(4)\n","","","","","","","","","","","","","","","","Base Measure","PA0292:pA:0dd9ab54c841465c82c438253ac94447","PA0292:pA:3e9f387790214583874b48cb2872650a",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","Base Measure [i?]","PA0292:pA:b5dac94c5da740188c77cc6d6dd4b77a","PA0292:pA:0dd9ab54c841465c82c438253ac94447",0
"","","","\nno\n","","","","","","","","","","","","","","Base Measure [nm]","PA0292:pA:ee23e072e16c4844a367b51f82760c03","PA0292:pA:0dd9ab54c841465c82c438253ac94447",0
"","\nx(2)\n","","","","","","","","","","","","","","","","Basismerker (DATANORM)","PA0292:pA:b82b3c751cb3439797dbe8d32a8eaacf","PA0292:pA:b7375ab07eb80192da114fc5b9640080",0
"","","","\nno\n","","","","","","","","","","","","","","Basisressource [nm]","PA0292:pA:d62b9a5b75d04e7195054d9eb8f70a72","PA0292:pA:3db8fc3f8f8d4a1fad20ccdb88dc6cc2",0
"","\n9\n","","","","","","","","","","","","","","","","Bearbeitungsmerker (DATANORM)","PA0292:pA:6572d6eb147543228f0a7dc4469ad5f4","PA0292:pA:ea8bce705e839b9cdb110805d0ac66d0",0
"","\nx(3)\n","\n=\n","","","","","","","","","","","","","","","Bedingung (VarGen)","PA0292:pA:f01ace8e8edc44e886028e19f349bfef","PA0292:pA:c1a06e321861fca6db11510724193874",0
"","\nz9\n","","","","","","\nBB_WFNotificationTypes_desc\n","","","","","","","","","","Benachrichtigungstyp","PA0292:pA:ceee909e4879456595a3897e3e91dafc","PA0292:pA:85f79f2297bb59b2db110c08bdc52853",0
"","","","","","","","","","","","","","","","","","ber Periodentyp","PA0292:pA:060397ac3f7149a9882899544d3346df","PA0292:pA:096c6073377c4a5a9c5d1abb9ed7e091",0
"","\n-zzz9\n","\n?\n","\nno\n","","","","","","","","","","","","","","berechnete Nutzungsdauer","PA0292:pA:de1b63beef2e4353a5ece31af51829ba","PA0292:pA:1c4b9d33fe54456eb4639061f86f1345",0
"","\nx(6)\n","\nV\n","","","","","","","","","","","","","","","Bereich (Belegart)","PA0292:pA:e2cda8d270714007b7e7f735d09619c4","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","\n!\n","\nE\n","","","","","\nMM_MRPTargets_desc\n","","","","","","","","","","Bereich (Dispo)","PA0292:pA:44ff877a6e434d10aee3127472aff6ad","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","\n!\n","\nE\n","","","","","\nSB_PartTypesMRPTargets_desc\n","","","","","","","","","","Bereich (Teileart)","PA0292:pA:9e11c4190561aba5e111bb1521586a47","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","","","","","","","","","","","","","","","","","Beschreibung","PA0292:pA:51cc897873fe4805a171161c30d01378","PA0292:pA:f756789bc40e4bae9339f304dc74f5b0",0
"","","","","","","","","","","","","","","","","","Betrag bil","PA0292:pA:0423845ed58f489ca4483bccb3a914d3","PA0292:pA:ce225a9cb25f45448337e58fa7ddb0fe",0
"","","","","","","","","","","","","","","","","","Betrag fix (Grand Total)","PA0292:pA:0b04bdbf1d51462db00a34fa99395e43","PA0292:pA:ce225a9cb25f45448337e58fa7ddb0fe",0
"","","","","","","","","","","","","","","","","","Betrag kalk","PA0292:pA:ea7d216ef58f4c0385cfeea445bb4d13","PA0292:pA:ce225a9cb25f45448337e58fa7ddb0fe",0
"","","","","","","","","","","","","","","","","","Betrag var (Grand Total)","PA0292:pA:0b3f237f3f9b42ff93797279a3802e84","PA0292:pA:ce225a9cb25f45448337e58fa7ddb0fe",0
"","\n9\n","","","","","","","","","","","","","","","","Bewertung Kennzahl","PA0292:pA:2cf3dd3db42845eeb9825df21d1e3327","PA0292:pA:fb3b188bb638f5a8db11980976ef373e",0
"","\nx(40)\n","","","","","","","","","","","","","","","","Bewertungsbereiche Anbu","PA0292:pA:0249ec973c714b0ca0becbd671c3e6d4","PA0292:pA:91e3631301ef45a8aaf68505fcc136ef",0
"","\n9\n","","","","","","","","","","","","","","","","Bezugsbasis","PA0292:pA:55cbc307289c44009f86574d160eab14","PA0292:pA:fb3b188bb638f5a8db11980976ef373e",0
"","","","","","","","","","","","","","","","","","Bezugsbetrag (Plan)","PA0292:pA:2c09b6c6e9944a409f811a7325767b02","PA0292:pA:969c97980ea44582a172afff5d9c041c",0
"","","","","","","","","","","","","","","","","","Bezugsbetrag bwl","PA0292:pA:45fb5bab4a5a4324b56fca0edfffe80d","PA0292:pA:ce225a9cb25f45448337e58fa7ddb0fe",0
"","","","","","","","","","","","","","","","","","Bezugsbetrag steu","PA0292:pA:1ada8bd6558f45c59399c76bb1a9d6e3","PA0292:pA:ce225a9cb25f45448337e58fa7ddb0fe",0
"","","","","","","","","","","","","","","","","","Bezugsdatum","PA0292:pA:60f59046bcb64f2982e6abd2e32aef3c","PA0292:pA:9d0f10566814988edc115cc0194f9be8",0
"","","","","","","","","","","","","","","","","","Bezugsgröße Sollbuchung","PA0292:pA:8a8bfe79c7634af89eb22c028ee46c9f","PA0292:pA:0dd9ab54c841465c82c438253ac94447",0
"","\n!\n","\nL\n","","","","","\nSB_BaseMeasureCategories_desc\n","","","","","","","","","","Bezugsgrößenart","PA0292:pA:fbcebc7f0ea244629ce258cc62a7dc8e","PA0292:pA:334e8c423eab47bc97c94f18b654541b",0
"","","","","","","","","","","","","","","","","","Bezugskostenart","PA0292:pA:17ee92b204b74fc89c3da084cd23dfb9","PA0292:pA:f370df4f2fb94d74b5eec21d5bf3727e",0
"","\nzzz,zzz,zz9.999\n","","","\n3\n","","","","","","","","","","","","","Bezugsmenge (Plan)","PA0292:pA:e65a76c593fd4f2b93c25af8f1ae8809","PA0292:pA:587d83eae5c84bd59acb9331e5eea5f8",0
